Accession,Species,Host,Host_ID
NC_047996,Escherichia virus BIFF,Escherichia coli K12 MG1655,"['NC_010473.1', 'NC_002483.1', 'AP001918.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_KX156773.1', 'NZ_KX156772.1', 'KX156773.1', 'KX156772.1', 'KJ170699.1', 'NZ_CP014271.1', 'NZ_CP014273.1', 'CP032679.1', 'NC_007779.1', 'NZ_CP009644.1', 'NZ_CP009789.1', 'NC_010473.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP017100.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NC_002483.1', 'AP001918.1', 'NZ_LM993812.1', 'NZ_LM995446.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_CP032667.1', 'NZ_CP014225.1']"
NC_048014,Klebsiella virus IME321,Klebsiella pneumoniae 409,"['CP063012.1', 'CP063011.1', 'CP054293.1', 'CP054292.1', 'CP054291.1', 'CP054290.1', 'CP054289.1', 'NZ_CP051158.1', 'CP052406.1', 'CP052405.1', 'CP052404.1', 'CP052523.1', 'CP052522.1', 'MT035874.1', 'NZ_LT882698.1']"
NC_048073,Escherichia virus FEC19,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
NC_048082,Enterobacteria virus IME390,Escherichia coli BL21,"['NZ_CP060121.1', 'CP060121.1', 'NZ_CP053601.1', 'CP053601.1', 'NZ_CP053600.1', 'NC_012971.2', 'NZ_CP010816.1', 'NC_012947.1', 'NZ_CP053602.1', 'CP053602.1', 'CP053600.1', 'NC_012892.2', 'NZ_CP011938.1', 'NZ_CP047231.1', 'CP047231.1']"
NC_048112,Escherichia virus Skarpretter,Escherichia coli MG1655 K12,"['U00096.3', 'NC_000913.3', 'CP011343.2', 'CP011134.1']"
NC_048136,Escherichia virus Ro45lw,Escherichia coli STEC O45,"['NZ_CP027389.1', 'NZ_CP027388.1', 'FO203501.1']"
NC_048163,Escherichia virus NCA,Escherichia coli NC101,['FO203501.1']
NC_048177,Escherichia virus Lidtsur,Escherichia coli MG1655 K12,"['U00096.3', 'NC_000913.3', 'CP011343.2', 'CP011134.1']"
NC_048178,Escherichia virus Sortsne,Escherichia coli K-12 MG1655,"['CP032679.1', 'NC_007779.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_CP032667.1']"
NC_048208,Escherichia virus IME542,Escherichia coli BL21(DE3),"['NZ_CP053600.1', 'NC_012971.2', 'NC_012947.1', 'NZ_CP053602.1', 'CP053602.1', 'CP053600.1', 'NC_012892.2', 'NZ_CP011938.1', 'CP001509.3', 'CP011938.1', 'AM946981.2', 'CP001665.1']"
NC_041863,Escherichia virus O157tp3,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
NC_041864,Escherichia virus O157tp6,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
NC_041869,Escherichia virus APECc02,Escherichia coli,['CP032679.1']
NC_041884,Acinetobacter virus ME3,Acinetobacter baumannii DSM 30007,"['NZ_CP047976.1', 'NZ_CP047975.1', 'NZ_CP047974.1', 'NZ_CP047973.1', 'NZ_CP038261.1', 'NZ_CP038260.1', 'NZ_CP038259.1', 'NZ_CP038258.1', 'NZ_CP038265.1', 'NZ_CP038264.1', 'NZ_CP038263.1', 'NZ_CP038262.1', 'NC_025168.1', 'NC_025111.1', 'NC_025104.1', 'NC_020818.1', 'NC_019345.1', 'NC_019311.1', 'NC_019280.1', 'NC_019199.1']"
NC_041897,Escherichia virus K1ind1,Escherichia coli O18:K1:H7,"['NZ_CP010171.1', 'FO203501.1']"
NC_041898,Escherichia virus K1ind2,Escherichia coli O18:K1:H7,"['NZ_CP010171.1', 'FO203501.1']"
NC_041914,Acinetobacter virus AS12,Acinetobacter baumannii 1432,"['NC_011586.2', 'NZ_CP013924.1', 'NZ_CP008706.1', 'NZ_AP014649.1', 'NZ_AP013357.1', 'NC_018706.1', 'NC_017162.1', 'NZ_CP044356.1', 'NZ_CP042841.1', 'NZ_CP027183.1', 'NZ_CP027178.1', 'NZ_CP027123.1', 'NZ_CP021345.1', 'NZ_CP021347.1', 'NZ_CP021342.1', 'NZ_LN997846.1', 'NZ_LN868200.1', 'NZ_LN865143.1', 'CP024124.1']"
NC_041915,Acinetobacter virus AS11,Acinetobacter baumannii 28,"['NZ_CP038261.1', 'NZ_CP038260.1', 'NZ_CP038259.1', 'NZ_CP038258.1', 'NZ_KP890934.1', 'NZ_CP021787.1', 'NZ_CP021786.1', 'NZ_CP021785.1', 'NZ_CP021784.1', 'NZ_CP021783.1', 'NZ_CP021782.1', 'NC_020547.2', 'NC_020525.1', 'NC_018706.1', 'CP061542.1', 'CP061541.1', 'NZ_CP027483.1']"
NC_041919,Escherichia virus CF2,Escherichia coli CP9,['CP003109.1']
NC_041920,Escherichia virus HP3,Escherichia coli CP9,['CP003109.1']
NC_041926,Escherichia virus ECOO78,Escherichia coli O78,['FO203501.1']
NC_041979,Escherichia virus TP1,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
NC_042043,Escherichia virus SRT8,Escherichia coli BL21,"['NZ_CP060121.1', 'CP060121.1', 'NZ_CP053601.1', 'CP053601.1', 'NZ_CP053600.1', 'NC_012971.2', 'NZ_CP010816.1', 'NC_012947.1', 'NZ_CP053602.1', 'CP053602.1', 'CP053600.1', 'NC_012892.2', 'NZ_CP011938.1', 'NZ_CP047231.1', 'CP047231.1']"
NC_042057,Escherichia virus DE3,Escherichia coli BL21(DE3),"['NZ_CP053600.1', 'NC_012971.2', 'NC_012947.1', 'NZ_CP053602.1', 'CP053602.1', 'CP053600.1', 'NC_012892.2', 'NZ_CP011938.1', 'CP001509.3', 'CP011938.1', 'AM946981.2', 'CP001665.1']"
NC_042084,Escherichia virus Golestan,Escherichia coli 333,"['AP022815.1', 'AP022811.1', 'NC_008563.1', 'NZ_CP006798.1', 'NZ_CP009644.1', 'NZ_CP009789.1', 'NC_017641.1']"
NC_042128,Escherichia virus RCS47,Escherichia coli,['NZ_CP062205.1']
NC_042129,Escherichia virus slur03,Escherichia coli,['CP032679.1']
NC_042130,Escherichia virus slur04,Escherichia coli,['CP032679.1']
NC_042137,Acinetobacter virus Loki,Acinetobacter baumannii ATCC 17978,"['NZ_CP053100.1', 'NZ_CP053099.1', 'CP053100.1', 'CP053099.1', 'CP000523.1', 'CP000522.1', 'NZ_CP053100.1', 'NZ_CP053099.1', 'NZ_CP053098.1', 'CP053100.1', 'CP053099.1', 'CP053098.1', 'NZ_CP039025.2', 'NZ_CP039028.2', 'NZ_CP039023.2', 'NZ_CP039026.1', 'NZ_CP039024.1', 'NZ_CP039030.1', 'NZ_CP039029.1', 'NZ_CP039027.1', 'CP039028.2', 'CP039030.1', 'CP039029.1', 'CP039027.1', 'CP039025.2', 'CP039023.2', 'NZ_CP019034.1', 'NZ_CP018664.1', 'NZ_CP049365.1', 'NZ_CP049364.1', 'NZ_CP049363.1']"
NC_031924,Salmonella phage IME207,Klebsiella pneumoniae,"['CP021955.1', 'CP018450.1', 'CP018447.1', 'KP453775.1', 'MG288678.1', 'MF510496.1']"
NC_031943,Escherichia virus GA2A,Escherichia coli O:45 strain C1328,['AE014075.1']
NC_031030,Escherichia phage UFV-AREG1,Escherichia coli O157,"['NZ_CP022052.2', 'NZ_CP022051.2', 'NZ_CP044144.1', 'NZ_CP044142.1', 'NZ_CP044139.1', 'NZ_CP044138.1', 'NZ_CP044137.1', 'NZ_CP044146.1', 'NZ_MH287084.1', 'NZ_CP015833.1', 'CP022052.2', 'CP022051.2', 'NZ_CP022052.2', 'NZ_CP022051.2', 'NZ_CP022050.2', 'NZ_CP044150.1', 'NZ_CP044149.1', 'NZ_CP044148.1', 'NZ_CP044144.1', 'NZ_CP044143.1', 'NZ_CP044142.1', 'NZ_CP044141.1', 'NZ_CP044140.1', 'NZ_CP044139.1', 'NZ_CP044138.1', 'NZ_CP044137.1', 'NZ_CP044147.1', 'NZ_CP044146.1', 'NZ_CP044145.1', 'NZ_CP043539.1', 'NZ_MH287084.1', 'NC_013942.1', 'NC_013941.1', 'NC_013008.1', 'NC_013010.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_017907.1', 'NC_017906.1', 'CP022050.1', 'CP015832.1', 'CP044148.1', 'CP044143.1', 'CP044140.1', 'CP044145.1', 'CP043539.1', 'CP015831.1']"
NC_031047,Escherichia virus HY03,Escherichia coli O157:H7 ATCC 43890,"['NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'CP045865.1', 'CP045864.1', 'CP045863.1']"
NC_031053,Klebsiella virus PKP126,Klebsiella pneumoniae KCTC 2242,"['NC_017541.1', 'NC_017540.1', 'CP002911.1', 'NC_017541.1', 'NC_017540.1', 'CP002911.1', 'CP002910.1']"
NC_031082,Escherichia virus Alf5,Escherichia coli K12,"['NC_010473.1', 'NC_002483.1', 'AP001918.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_KX156773.1', 'NZ_KX156772.1', 'KX156773.1', 'KX156772.1', 'KJ170699.1', 'NZ_CP014271.1', 'NZ_CP014273.1', 'CP032679.1', 'NC_007779.1', 'NZ_CP009644.1', 'NZ_CP009789.1', 'NC_010473.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP017100.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NC_002483.1', 'AP001918.1', 'NZ_LM993812.1', 'NZ_LM995446.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NC_012759.1', 'NC_017625.1', 'NZ_CP037857.1']"
NC_031086,Acinetobacter phage phiAB6,Acinetobacter baumannii 54149,['NZ_CP047976.1']
NC_031087,Klebsiella phage vB_KpnM_KpV477,Klebsiella pneumoniae KPB463,"['LR133964.1', 'CP034200.1', 'CP019079.1', 'CP019077.1', 'CP012744.1', 'CP012743.1', 'CP055553.1', 'CP059312.1', 'CP059317.1', 'CP029722.1', 'CP052362.1', 'CP054303.1', 'CP052136.1', 'CP052336.1', 'CP052328.1', 'CP043562.1', 'CP030174.1', 'CP028990.1', 'CP028953.1', 'CP019219.1', 'CP015134.1', 'CP016811.1', 'CP059379.1', 'AP023337.1', 'CP057722.1', 'CP057459.1', 'CP057313.1', 'CP057099.1', 'CP057069.1', 'CP057066.1', 'CP057034.1', 'CP056883.1', 'CP056878.1', 'CP056854.1', 'CP056830.1', 'CP056216.1', 'CP056520.1', 'CP056329.1', 'CP056530.1', 'CP056432.1', 'CP056385.1', 'CP056372.1', 'CP056307.1', 'CP056301.1', 'CP056297.1', 'CP056275.1', 'CP056222.1', 'CP055451.1', 'CP055509.1', 'CP055517.1']"
NC_031103,Escherichia phage vB_EcoM-UFV13,Escherichia coli UFV30,"['CP058031.1', 'CP055981.1', 'CP055976.1', 'CP055973.1', 'CP055967.1', 'CP055964.1', 'CP055958.1', 'CP055951.1', 'CP055918.1', 'CP058019.1', 'CP057996.1', 'CP057978.1', 'CP057967.1', 'CP057964.1', 'CP057962.1', 'CP057961.1', 'CP057953.1', 'CP057932.1', 'CP057930.1', 'CP057885.1', 'CP057882.1', 'CP057860.1', 'CP057854.1', 'CP057849.1', 'CP057812.1', 'CP057843.1', 'CP057833.1', 'CP057796.1', 'CP057784.1', 'CP057778.1', 'CP057767.1', 'CP057729.1', 'CP057693.1', 'CP057684.1', 'CP057677.1', 'CP057660.1', 'CP057645.1', 'CP057640.1', 'CP057597.1', 'CP057539.1', 'CP050031.1', 'CP050036.1', 'CP050040.1', 'CP050044.1', 'CP058682.1', 'CP057523.1', 'CP057520.1', 'CP057493.1', 'CP057487.1', 'CP057479.1']"
NC_031114,Escherichia virus 64795ec1,Escherichia coli,"['CP053597.1', 'CP053595.1', 'CP053594.1', 'CP053602.1', 'CP053600.1', 'CP011938.1', 'CP010585.1', 'AM946981.1', 'CP001509.1', 'CP001665.1', 'CP014272.1', 'CP014269.1', 'CP029240.1', 'CP020368.1', 'CP014268.1', 'CP014642.1', 'CP014641.1', 'CP047231.1', 'CP010444.1', 'CP010440.1']"
NC_031117,Acinetobacter virus LZ35,Acinetobacter baumannii,"['CP041148.1', 'CP050911.1', 'CP050904.1', 'CP050907.1', 'CP017654.1', 'CP021326.1', 'CP027123.1', 'CP027607.1', 'CP026707.1', 'CP015483.1', 'CP010779.1', 'CP003500.1', 'CP050914.1', 'CP020578.1', 'CP014215.1', 'CP050390.1', 'CP050916.1', 'CP043418.1', 'CP043419.1', 'CP043417.1', 'CP042841.1', 'AP019685.1', 'CP035051.1', 'CP035049.1', 'CP035045.1', 'CP035043.1', 'CP034243.1', 'CP034242.1', 'CP001937.1', 'CP023140.1', 'CP031743.1', 'CP023034.1', 'CP023026.1', 'CP031444.1', 'CP035184.1', 'CP035186.1', 'CP035183.1', 'CP035185.1', 'CP021496.1', 'CP029569.1', 'CP026943.1', 'CP025266.1', 'CP024613.1', 'CP024612.1', 'CP024611.1', 'CP024124.1', 'CP024576.1', 'CP020584.1', 'CP020581.1', 'CP020579.1']"
NC_029091,Escherichia virus APCEc01,Escherichia coli,['CP032679.1']
NC_029099,Klebsiella virus KP36,Klebsiella pneumoniae KP36,"['NZ_CP017388.1', 'NZ_CP017387.1', 'NZ_CP017386.1', 'NZ_CP017385.1', 'NZ_CP047196.1', 'NZ_CP047195.1', 'NZ_CP047194.1', 'NZ_CP047193.1', 'NZ_CP047192.1', 'CP047196.1', 'CP047195.1', 'CP047194.1', 'CP047193.1', 'CP047192.1', 'CP017388.1', 'CP017387.1', 'CP017386.1', 'CP017385.1']"
NC_028760,Klebsiella virus KLPN1,Klebsiella pneumoniae subsp. pneumoniae L4-FAA5 (capsular type K2),['NZ_MT989345.1']
NC_028776,Escherichia virus Cajan,Escherichia coli K12 MG1655,"['NC_010473.1', 'NC_002483.1', 'AP001918.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_KX156773.1', 'NZ_KX156772.1', 'KX156773.1', 'KX156772.1', 'KJ170699.1', 'NZ_CP014271.1', 'NZ_CP014273.1', 'CP032679.1', 'NC_007779.1', 'NZ_CP009644.1', 'NZ_CP009789.1', 'NC_010473.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP017100.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NC_002483.1', 'AP001918.1', 'NZ_LM993812.1', 'NZ_LM995446.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_CP032667.1', 'NZ_CP014225.1']"
NC_028786,Klebsiella virus 1513,Klebsiella pneumoniae KP 1513,"['CP021955.1', 'CP034200.1', 'CP019079.1', 'CP019077.1', 'CP012744.1', 'CP012743.1', 'CP052537.1', 'CP052167.1', 'CP052399.1', 'CP023907.1', 'CP051160.1', 'CP055553.1', 'CP052453.1', 'CP052354.1', 'CP052395.1', 'CP015504.1']"
NC_028808,Escherichia virus SUSP1,Escherichia coli MG1655,"['NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'CP032679.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_CP032667.1', 'NZ_CP014225.1', 'NZ_CP012868.1', 'NZ_CP025268.1']"
NC_028825,Escherichia virus AYO145A,Escherichia coli O145:NM,"['NZ_CP031921.1', 'NZ_CP031920.1', 'NZ_LC163971.1', 'LC163971.1', 'CP031921.1', 'CP031920.1', 'NZ_CP031921.1', 'NZ_CP031920.1', 'NZ_CP031919.1', 'NZ_LC163971.1', 'LC163971.1', 'CP031921.1', 'CP031920.1', 'CP031919.1', 'CP024659.1', 'CP027104.1', 'CP027103.1', 'CP027105.1', 'CP006027.1', 'CP006262.1', 'CP014670.1', 'CP014583.1', 'CP007136.1', 'CP007133.1']"
NC_028831,Escherichia phage slur01,Escherichia coli,['CP032679.1']
NC_028848,Acinetobacter virus Fri1,Acinetobacter baumannii 28,"['NZ_CP038261.1', 'NZ_CP038260.1', 'NZ_CP038259.1', 'NZ_CP038258.1', 'NZ_KP890934.1', 'NZ_CP021787.1', 'NZ_CP021786.1', 'NZ_CP021785.1', 'NZ_CP021784.1', 'NZ_CP021783.1', 'NZ_CP021782.1', 'NC_020547.2', 'NC_020525.1', 'NC_018706.1', 'CP061542.1', 'CP061541.1', 'NZ_CP027483.1']"
NC_028872,Escherichia virus HY02,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
NC_028881,Escherichia virus VR5,Escherichia coli,['CP057073.1']
NC_028901,Escherichia phage slur05,Escherichia coli,['CP032679.1']
NC_028903,Escherichia virus 172-1,Escherichia coli 172,"['NZ_HQ023864.1', 'AP022815.1', 'AP022811.1', 'NZ_CP040308.1', 'NZ_CP040307.1', 'NC_007779.1', 'NC_013365.1', 'NC_009837.1', 'NC_008563.1', 'NZ_CP009644.1', 'NZ_CP009789.1', 'NC_017645.1']"
NC_028927,Escherichia phage slur02,Escherichia coli,['CP032679.1']
NC_028935,Escherichia virus SUSP2,Escherichia coli MG1655,"['NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'CP032679.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_CP032667.1', 'NZ_CP014225.1', 'NZ_CP012868.1', 'NZ_CP025268.1']"
NC_028997,Escherichia virus JenP2,Escherichia coli K-12 MG1655,"['CP032679.1', 'NC_007779.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_CP032667.1']"
NC_029021,Escherichia virus JenK1,Escherichia coli K-12 MG1655,"['CP032679.1', 'NC_007779.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_CP032667.1']"
NC_029028,Escherichia virus JenP1,Escherichia coli K-12 MG1655,"['CP032679.1', 'NC_007779.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_CP032667.1']"
NC_028659,Klebsiella phage vB_KpnM_KB57,Klebsiella pneumoniae M-9,"['CP039954.1', 'CP034200.1', 'CP019079.1', 'CP019077.1', 'CP012744.1', 'CP012743.1', 'CP026392.1', 'CP026177.1', 'CP055593.1', 'CP052297.1', 'CP052272.1', 'CP052213.1', 'CP052306.1', 'CP052292.1', 'CP052275.1', 'CP040724.1', 'CP025963.1', 'CP023249.1', 'CP024916.1', 'CP025515.1', 'CP023913.1', 'CP015382.1', 'CP009876.1', 'CP059312.1', 'CP023925.1', 'CP012745.1', 'CP059317.1', 'CP034040.1', 'CP018339.1', 'CP034046.1', 'CP034054.1', 'CP011314.1', 'CP017986.1', 'CP018720.1', 'CP018714.1', 'CP018708.1', 'CP018702.1', 'CP018696.1', 'CP018687.1', 'CP018313.1', 'CP050843.1', 'HG918041.1', 'CP023134.1', 'CP052388.1', 'CP043932.1', 'CP026160.1', 'CP021939.1', 'CP021944.1', 'CP039951.1', 'CP029722.1']"
NC_028675,Acinetobacter virus phiAB1,Acinetobacter baumannii M68316,['NZ_CP047976.1']
NC_028448,Escherichia phage slur14,Escherichia coli,['CP032679.1']
NC_028248,Escherichia virus slur16,Escherichia coli,['CP032679.1']
NC_027983,Escherichia virus AR1,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
NC_027995,Escherichia virus CVM10,Escherichia coli,['CP032679.1']
